PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,Geometry,ObjectID,x,y,wkid
BC-0163,,"375,624","3,892,580","7,071",S-01295,85,85,,,983,-11840583.5,4186800.042,102100
SD-0228,,"395,452","3,880,560","6,479",X,143,143,050QUAL,,986,-11816181.57,4172360.157,102100
BC-0102,,"379,075","3,872,220","7,561",RG-44390,600,600,,,988,-11836035.34,4161891.012,102100
EB-404,,"403,012","3,927,884","6,138",RG-23418,150,150,112ANCH,,991,-11807576.32,4230640.11,102100
AR-0068,,"234,296","4,081,460","5,654",X,,31,,,993,-12020245.86,4417069.637,102100
SD-0206,,"378,642","3,883,540","6,952",X,400,400,325MDER,,997,-11836747.49,4175758.216,102100
SD-0328,,"369,040","3,907,820","5,883",X,89,89,110ALVM/231CHNL,,1002,-11848899.7,4205409.342,102100
BC-0143,,"358,336","3,895,900","5,411",RG-60929,,711,,,1007,-11861773.15,4190564.235,102100
TC-233,,"411,193","4,078,883","9,254",RG-24777,50,50,,,1008,-11799439.03,4418455.099,102100
EB-328,,"397,578","3,942,243","6,375",RG-75421,560,510,121TSUQs,,1009,-11814446.33,4248277.209,102100
BC-0063,,"378,918","3,888,420","6,856",S-02071,385,385,,,1013,-11836490.02,4181749.146,102100
PC-072,,"367,641","3,907,200","6,017",RG-26806,250,250,221MRSN/BBSN,,1015,-11850601.05,4204621.9,102100
PC-098,,"373,051","3,911,207","6,060",RG-68220,350,350,122SNTFP,,1019,-11844048.27,4209645.405,102100
EB-068,,"417,500","3,955,240","7,140",RG-27555,455,455,123ESPN,,1025,-11790109.38,4264590.041,102100
BC-0090,,"374,926","3,888,900","6,949",S-00428 POD3,300,300,,,1026,-11841374.45,4182271.66,102100
TC-229,3.65E+14,"427,538","4,085,394","7,642",RG-37144,363,363,000EXRV,,1030,-11779100.73,4426816.936,102100
AR-0050,,"219,667","4,073,420","5,463",X,,,,,1031,-12038154.59,4406421.119,102100
EB-237,3.54E+14,"410,148","3,948,186","6,762",RG-04082,273,273,121TSUQs,,1032,-11799071.08,4255784.028,102100
BC-0204,,"374,864","3,886,990","6,729",,,,,,1036,-11841418.01,4179927.122,102100
EB-114,,"404,980","3,939,648","6,346",RG-35281,320,320,121TSUQs,,1039,-11805315.09,4245175.357,102100
SD-0260,,"377,427","3,892,100","6,849",X,135,135,110ALVM,,1040,-11838372.14,4186240.985,102100
BC-0324,,"378,963","3,885,200","6,849",,,375,,,1043,-11836382.6,4177799.473,102100
SD-0134,,"375,140","3,886,770","6,737",X,35,35,110ALVM,,1050,-11841077.23,4179661.887,102100
BC-0257,,"366,007","3,879,890","5,962",RG-87064 POD2,510,510,,,1052,-11852107.12,4171065.347,102100
AR-0101,,"243,570","4,091,280","5,841",X,,,,,1055,-12009051.59,4429731.2,102100
EB-377,,"399,150","3,933,319","6,052",RG-45724,65,65,112TRTO,,1056,-11812390.41,4237288.267,102100
BC-0187,,"379,257","3,885,320","7,004",S-01079,505,505,,,1058,-11836025.54,4177951.47,102100
PB-0016,,"379,241","3,937,943","5,251",RG-81611,170,170,,,1060,-11836909.85,4242687.235,102100
AR-0067,,"235,954","4,082,950","5,721",SJ-03543,61,61,,,1062,-12018236.21,4419000.254,102100
BC-0308,,"378,434","3,890,150","7,459",RG-58610,,225,,,1068,-11837109.58,4183864.194,102100
SD-0326,,"369,251","3,908,220","5,825",X,100,100,221MRSN,,1073,-11848648.53,4205904.955,102100
SV-0061,,"379,200","3,898,139","6,602",RG-77058,,360,325MDER,,1074,-11836304.01,4193685.82,102100
AR-0041,,"221,789","4,074,810","5,467",X,,,,,1079,-12035568.23,4408246.762,102100
SD-0286,,"381,063","3,888,440","6,886",X,287,287,325MDER,,1086,-11833870.11,4181808.515,102100
EB-573,,"401,990","3,939,964","6,223",RG-41775,373,370,121TSUQs,,1087,-11808993.11,4245525.408,102100
SV-0031,,"376,748","3,899,282","6,699",RG-75185 POD2,420,420,325MDER,,1088,-11839321.5,4195049.245,102100
EB-198,,"415,952","3,958,391","6,830",RG-58127,135,135,121TSUQs,,1089,-11792051.6,4268468.558,102100
NM-26928,,"371,796","3,905,410","6,353",,,100,325MDER,,1090,-11845484.13,4202495.113,102100
TO-0450,,"402,882","3,884,790","6,309",,,150,112QTBF,,1092,-11807167.54,4177649.014,102100
SD-0189,,"379,518","3,885,920","6,905",X,350,350,325MDER,,1095,-11835716.55,4178691.732,102100
BC-0201,,"377,678","3,891,910","6,812",,,,,,1097,-11838062.27,4186011.92,102100
EM-0001,,"194,260","3,882,640","7,291",X,8,8,,,1098,-12061634.84,4169347.885,102100
EB-278,,"413,025","3,949,523","6,871",X,480,480,121TSUQs,,1103,-11795548.74,4257471.202,102100
EB-376,,"413,721","3,940,476","6,878",RG-51865,520,520,121TSUQa,,1107,-11794584.76,4246307.017,102100
BC-0256,,"378,544","3,890,660","6,789",,,,,,1110,-11836983.54,4184491.933,102100
BC-0115,,"377,261","3,871,350","7,513",,,,,,1111,-11838232.99,4160795.734,102100
EB-396,,"403,630","3,929,064","6,171",RG-27728,105,105,112ANCH,,1113,-11806833.59,4232102.837,102100
BC-0192,,"375,688","3,897,720","6,923",S-00943,300,300,,,1114,-11840591.6,4193112.678,102100
EB-043,,"416,147","3,942,105","7,152",RG-51130,420,420,400EMBD,,1115,-11791622.39,4248346.515,102100
AR-0054,,"235,654","4,084,290","5,685",SJ-02049,26,26,,,1117,-12018662.27,4420667.019,102100
PC-055,,"372,911","3,911,968","6,027",RG-66261,300,300,122SNTFP,,1123,-11844232.87,4210579.1,102100
BC-0219,,"373,324","3,882,450","6,278",,,,,,1125,-11843221.51,4174332.534,102100
SV-0014,,"380,340","3,899,698","6,474",RG-64172,268,268,325MDER,,1128,-11834935.2,4195619.629,102100
BC-0161,,"375,550","3,892,760","7,141",S-02359,385,385,,,1131,-11840676.95,4187019.761,102100
TO-0427,,"418,924","3,868,700","6,322",,,150,310GLOR,,1140,-11787401.31,4158120.078,102100
AR-0019,,"231,810","4,078,110","5,647",SJ-03718,68,68,,,1141,-12023213.97,4412778.032,102100
SD-0324,,"369,672","3,909,240","5,761",X,167,167,211MVRD,,1142,-11848151.22,4207166.763,102100
EB-664,,"407,622","3,939,532","6,473",RG-86218,"1,400","1,400",121TSUQs,,1144,-11802067.4,4245066.461,102100
BC-0018,,"368,444","3,882,170","6,243",RG-30171,145,145,,,1154,-11849173.49,4173904.196,102100
EB-432,,"412,783","3,935,231","6,632",RG-57463,440,440,121TSUQae,,1157,-11795674.43,4239823.622,102100
AR-0008,,"226,419","4,076,530","5,504",SJ-02653,21,21,,,1158,-12029869.39,4410586.216,102100
SD-0109,,"389,202","3,874,470","6,763",X,465,465,325MDER,,1159,-11823719.74,4164805.121,102100
BC-0148,,"377,013","3,890,380","6,970",S-00907,450,450,,,1164,-11838849.53,4184122.943,102100
BC-0181,,"379,448","3,885,440","6,964",S-01204,420,420,,,1167,-11835794.25,4178101.782,102100
SD-0156,,"373,303","3,883,600","6,493",X,232,232,310ABO,,1168,-11843266.72,4175742.405,102100
EB-482,,"396,210","3,964,020","5,790",RG-20531,"1,435","1,182",121TSUQacuf,,1169,-11816440.93,4275173.28,102100
PB-0019,,"377,952","3,937,418","5,207",X,,,,,1170,-11838484.28,4242017.894,102100
TO-0429,,"425,579","3,875,490","6,540",,,394,310YESO,,1173,-11779355.41,4166508.216,102100
BC-0297,,"376,056","3,892,050","7,110",,,385,,,1175,-11840046.69,4186156.709,102100
PP-003,,"436,111","4,007,025","7,390",X,,,,,1179,-11767664.57,4328996.742,102100
EB-398,,"404,342","3,929,113","6,178",RG-28595,152,152,123ESPN,,1182,-11805960.44,4232172.659,102100
SD-0248,,"375,910","3,890,840","7,005",X,252,252,231CHNL,,1183,-11840204.86,4184669.06,102100
EB-379,,"401,253","3,934,512","6,213",RG-45723,260,227,112ANCH/121TSUQe,,1185,-11809824.56,4238788.631,102100
SV-0129,,"378,935","3,900,015","6,555",RG-71350,300,300,325MDER,,1186,-11836658.81,4195986.097,102100
PC-122,,"371,061","3,907,168","6,335",RG-67002 X2,273,273,325MDERL,,1191,-11846414.38,4204643.507,102100
SV-0106,,"380,580","3,897,895","6,512",RG-69777,240,240,325MDER,,1196,-11834612.52,4193408.624,102100
EB-670,,"420,980","3,930,061","6,914",RG-83291,420,420,325SAND,,1198,-11785551.19,4233541.644,102100
SD-0285,,"381,756","3,889,440","6,804",X,232,232,325MDER,,1203,-11833039.5,4183046.774,102100
TO-0411,,"400,875","3,870,900","6,250",,,100,112QTBF,,1210,-11809433.9,4160596.294,102100
EB-672,,"401,499","3,939,441","6,159",RG-79212,500,500,121TSUQs,,1218,-11809589.31,4244873.269,102100
EB-607,3.53E+14,"405,006","3,936,039","6,347",Exempt,"1,365",340,112ANCH/121TSUQa,,1220,-11805235.94,4240722.494,102100
PC-005,,"369,152","3,908,096","5,824",X,90,90,,,1229,-11848767.51,4205750.714,102100
AR-0063,,"235,309","4,083,430","5,669",X,,,,,1237,-12019059.2,4419576.351,102100
SD-0316,,"371,161","3,905,300","6,608",X,150,150,325MDER,,1241,-11846259.31,4202348.769,102100
NM-23363,3.51E+14,"379,991","3,901,208","6,374",RG-74125 CLW,365,365,325MDER,,1247,-11835386.59,4197469.241,102100
SD-0080,,"385,318","3,875,400","7,119",X,186,186,325MDER,,1251,-11828471.46,4165885.764,102100
TO-0389,,"384,662","3,873,440","7,181",,,270,325MDER,,1252,-11829241.41,4163474.181,102100
BW-0746,,"239,786","3,905,200","6,598",,,500,231DCKM,,1256,-12006938.32,4198745.667,102100
EB-226,3.54E+14,"411,497","3,945,745","6,748",RG-28465,130,130,121TSUQs,,1257,-11797382.08,4252785.608,102100
WL-0036,,"364,401","3,899,703","6,878",RG-84370,520,520,400SAND,,1259,-11854428.94,4195349.185,102100
BC-0311,,"380,078","3,873,300","7,581",RG-76762,,520,,,1260,-11834829.63,4163230.203,102100
EB-375,,"413,797","3,940,385","6,881",RG-51864,520,520,121TSUQa,,1263,-11794490.29,4246195.602,102100
AR-0053,,"234,797","4,082,930","5,656",SJ-00986,104,104,,,1265,-12019678.3,4418930.138,102100
AR-0211,,"240,125","4,087,869","5,768",SJ-03474,44,44,,,1266,-12013222.04,4425324.094,102100
SD-0203,,"383,120","3,884,280","7,075",X,210,210,325MDER,,1273,-11831291.91,4176737.821,102100
NM-26917,,"368,964","3,907,493","5,956",RG-67522,,140,,,1276,-11848986.92,4205005.917,102100
WL-0057,,"217,911","3,911,650","7,480",X,,270,313SADR,,1280,-12033917.13,4205857.96,102100
EB-121,,"405,692","3,955,377","6,570",RG-24584,602,602,121TSUQsf,,1282,-11804645.4,4264613.913,102100
AR-0035,,"214,281","4,067,770","5,296",X,,40,,,1286,-12044626.92,4399133.606,102100
SD-0193,,"380,465","3,886,090","6,833",X,390,390,325MDER,,1287,-11834562.79,4178915.636,102100
AR-0037,,"223,013","4,074,270","5,581",SJ-03110,320,320,,,1294,-12034021.7,4407621.032,102100
SV-0001,,"378,157","3,900,443","6,532",RG-67003,170,170,325MDER,,1296,-11837617.44,4196499.101,102100
EB-322,,"403,716","3,938,365","6,259",RG-22251 X1,200,200,121TSUQs,,1297,-11806851.13,4243575.312,102100
SD-0298,,"387,675","3,892,430","6,991",X,225,225,050QUAL/310ABO,,1298,-11825853.41,4186809.212,102100
BC-0019,,"368,412","3,881,650","6,105",RG-92869 POD1,,,,,1299,-11849203.36,4173266.056,102100
EB-203,3.53E+14,"403,394","3,925,540","6,125",RG-19203,114,114,112ANCH,,1301,-11807076.55,4227756.489,102100
BC-0177,,"379,090","3,885,550","6,933",S-02662,480,480,,,1304,-11836233.21,4178230.874,102100
PC-071,,"368,147","3,907,687","5,938",RG-30170,100,100,211PNLK,,1307,-11849990.43,4205229.798,102100
BC-0223,,"375,629","3,890,650","7,052",S-02321,320,320,,,1312,-11840545.01,4184431.138,102100
TO-0439,,"395,794","3,884,750","6,450",,,267,112QTBF,,1315,-11815822.78,4177503.558,102100
EB-368,,"405,580","3,948,470","6,537",RG-33645,520,520,121TSUQs,,1316,-11804692.9,4256076.389,102100
SV-0145,,"380,307","3,901,176","6,265",RG-76855 POD2,400,400,325MDER,,1327,-11834999.51,4197435.073,102100
NM-23281,3.51E+14,"381,189","3,899,306","6,383",RG-65109,175,175,325MDER,,1333,-11833890.5,4195151.8,102100
EB-059,,"403,151","3,949,549","6,503",RG-72865,800,800,121TSUQs,,1338,-11807694.79,4257377.147,102100
SV-0116,,"379,076","3,899,077","6,539",RG-77620,340,340,325MDER,,1341,-11836470.99,4194836.041,102100
EB-645,,"398,694","3,954,689","6,487",RG-29723,700,693,121TSUQs,,1342,-11813249.19,4263667.973,102100
EB-471,,"419,661","3,953,575","7,851",RG-53382,650,650,325MDER/400EMBD,,1345,-11787430.81,4262556.171,102100
EB-409,,"405,420","3,944,846","6,462",RG-16869,474,457,121TSUQs,,1349,-11804842.3,4251598.181,102100
EB-443,,"415,243","3,934,657","6,743",X,,,123ESPN,,1350,-11792646.53,4239144.774,102100
TO-0422,,"418,992","3,873,670","6,315",,,150,310YESO,,1352,-11787372.24,4164209.027,102100
SV-0004,,"377,722","3,900,313","6,578",RG-75832,310,310,325MDER,,1353,-11838147.36,4196332.155,102100
BC-0284,,"377,728","3,886,760","6,670",,,,,,1359,-11837916.33,4179692.851,102100
SD-0217,,"389,917","3,885,020","6,612",X,297,297,325MDER,,1360,-11823003.45,4177749.692,102100
SD-0314,,"368,731","3,907,440","5,953",X,143,143,211DKOT,,1364,-11849271.17,4204936.582,102100
BC-0328,,"378,430","3,885,540","6,813",,,,,,1366,-11837039.01,4178207.796,102100
WL-0058,,"215,533","3,907,690","7,534",B-01174 S,235,235,313SADG,,1371,-12036671.9,4200903.557,102100
BC-0133,,"382,118","3,890,830","6,972",S-02021,,400,,,1376,-11832619.33,4184758.511,102100
EB-166,,"409,205","3,953,067","6,893",RG-29356,730,730,121TSUQs,,1379,-11800292.24,4261803.629,102100
EB-427,,"415,793","3,934,420","6,770",RG-43674,315,315,121TSUQa,,1383,-11791968.36,4238858.847,102100
EB-579,,"398,379","3,942,119","6,192",RG-55884,240,240,121TSUQs,,1387,-11813460.16,4248135.459,102100
EB-300,3.55E+14,"398,587","3,961,476","5,962",Exempt,"2,495",510,121TSUQacuf,,1388,-11813476.51,4272059.692,102100
EB-007,,"403,933","3,929,293","6,193",RG-27779,,146,112ANCH/123ESPN,,1393,-11806464.75,4232389.148,102100
EB-285,,"407,026","3,954,795","6,701",RG-25637,743,743,121TSUQsf/121TSUQs,,1395,-11802995.91,4263911.799,102100
AR-0066,,"235,177","4,083,100","5,666",X,,,,,1398,-12019211.02,4419157.88,102100
WL-0030,,"394,907","3,918,062","6,099",RG-26824,840,840,,,1399,-11817380.25,4218428.361,102100
EB-163,3.55E+14,"403,322","3,964,577","6,579",RG-29602,902,902,121TSUQacuf,,1404,-11807686.22,4275962.342,102100
AR-0078,,"238,070","4,086,990","5,736",SJ-00318,20,20,,,1409,-12015752.57,4424143.473,102100
EB-614,,"407,590","3,973,550","5,847",RG-20228,90,90,121TSUQa,,1425,-11802543.21,4287129.534,102100
EB-135,,"401,760","3,938,450","6,208",RG-32554 X,116,116,112ANCHsr,,1426,-11809255.22,4243653.881,102100
BC-0043,,"377,155","3,889,940","6,988",S-01042,580,580,,,1434,-11838668.75,4183585.308,102100
PB-0011,,"375,629","3,936,512","5,223",RG-88837,80,80,,,1436,-11841321.86,4240860.682,102100
EB-389,,"403,458","3,936,959","6,235",Exempt,,121,112ANCH,,1438,-11807149.4,4241837.032,102100
EB-295,3.54E+14,"413,149","3,953,989","7,197",Exempt,"1,140","1,100",121TSUQsf,,1439,-11795449.95,4262992.114,102100
BC-0134,,"381,717","3,890,810","6,858",S-02246,440,440,,,1440,-11833108.99,4184727.55,102100
EB-038,,"417,640","3,942,428","7,276",RG-48163,360,360,400EMBD,,1442,-11789791.03,4248762.484,102100
BC-0058,,"377,820","3,886,240","6,669",S-00363,,216,,,1445,-11837795.42,4179056.443,102100
NM-26968,,"373,711","3,911,970","5,975",RG-64808,240,240,325MDERU,,1446,-11843253.15,4210595.416,102100
SV-0075,,"377,687","3,899,419","6,658",RG-66435,475,475,325MDER,,1448,-11838175.37,4195233.224,102100
EB-137,,"409,540","3,954,860","6,941",RG-37164,950,950,121TSUQs,,1449,-11799902.5,4264024.29,102100
BC-0186,,"379,305","3,885,270","7,014",S-01183,650,650,,,1455,-11835966.11,4177890.922,102100
SD-0099,,"377,850","3,871,790","7,630",X,200,200,325MDER,,1456,-11837522.04,4161344.327,102100
BC-0216,,"380,752","3,886,260","6,837",,,,,,1464,-11834215.02,4179128.817,102100
BC-0298,,"377,023","3,892,730","6,918",,,,,,1465,-11838876.29,4187007.634,102100
EB-483,3.55E+14,"396,748","3,965,176","5,726",RG-20937,"1,410","1,154",121TSUQacuf/121TSUQce,,1466,-11815794.74,4276611.684,102100
BC-0205,,"375,904","3,884,840","6,466",,,,,,1467,-11840111.93,4177307.254,102100
EB-464,,"413,110","3,942,883","6,883",RG-65116,600,600,121TSUQs,,1468,-11795364.44,4249271.103,102100
SV-0018,,"379,441","3,899,104","6,565",RG-94354,400,400,325MDER,,1481,-11836025.05,4194875.201,102100
NM-26903,,"370,190","3,907,427","5,965",RG-23679 POD5?,,400,231PFDFU,,1490,-11847485.07,4204946.582,102100
TC-202,,"431,099","4,062,420","7,612",RG-36733,550,550,,,1492,-11774419.47,4398061.401,102100
SD-0157,,"373,219","3,883,540","6,524",X,250,250,310ABO,,1494,-11843368.25,4175667.387,102100
WL-0149,,"427,792","3,936,558","7,281",X,,,,,1495,-11777254.13,4241626.131,102100
BC-0025,,"368,290","3,882,280","6,266",RG-36005,,180,,,1498,-11849363.41,4174036.337,102100
PC-116,,"367,871","3,907,991","5,881",RG-52191 S,345,345,211PNLK,,1502,-11850333.73,4205598.619,102100
BC-0306,,"378,692","3,873,570","7,456",RG-63197,,282,,,1503,-11836524.26,4163538.5,102100
EB-281,,"412,707","3,949,457","6,840",X,235,235,121TSUQs,,1504,-11795939.11,4257385.802,102100
EB-640,,"394,146","3,934,436","6,089",RG-61187,460,460,112ANCH/123GLST,,1508,-11818550.41,4238594.487,102100
EB-433,,"421,689","3,931,477","7,018",RG-54537,600,600,400EMBD,,1514,-11784696.14,4235295.313,102100
SV-0026,,"380,673","3,900,754","6,322",RG-69329,125,125,325MDER,,1519,-11834544.97,4196922.492,102100
EB-199,,"416,219","3,956,263","6,957",X,,,121TSUQs,,1521,-11791698.07,4265840.075,102100
BC-0131,,"378,174","3,876,170","7,306",RG-66386,360,360,,,1529,-11837198.39,4166715.649,102100
SV-0128,,"378,935","3,899,861","6,566",RG-63508,325,325,325MDER,,1531,-11836656.28,4195796.893,102100
TO-0400,,"397,757","3,875,740","6,372",,,100,325MDER,,1533,-11813301.99,4166483.919,102100
BC-0015,,"366,258","3,880,280","5,844",,,,,,1534,-11851807.82,4171547.952,102100
SV-0103,,"380,634","3,901,146","6,338",RG-62940,350,350,325MDER,,1535,-11834599.01,4197403.528,102100
SD-0180,,"379,418","3,886,530","6,678",X,131,131,325MDER,,1541,-11835848.57,4179438.427,102100
SD-0183,,"377,788","3,887,000","6,682",X,162,162,210MNCS,,1543,-11837846.99,4179988.284,102100
SV-0035,,"377,615","3,900,805","6,545",RG-83981,285,285,310ABO,,1550,-11838286.39,4196934.881,102100
EB-266,3.55E+14,"395,137","3,966,202","5,481",Exempt,170,169,121CHMTv,,1556,-11817794.76,4277858.091,102100
SD-0167,,"374,006","3,880,830","6,460",X,119,119,325MDER,,1560,-11842361.58,4172357.865,102100
WL-0143,,"368,950","3,907,868","5,874",RG-94948,320,315,,,1564,-11849010.73,4205466.754,102100
EB-126,,"404,553","3,940,939","6,346",RG-19471,300,300,121TSUQs,,1565,-11805856.73,4246763.145,102100
SD-0119,,"365,933","3,881,260","5,972",X,98,98,110ALVM,,1574,-11852222.07,4172743.497,102100
TO-0403,,"402,885","3,873,870","6,236",,,475,112QTBF,,1576,-11807021.6,4164261.221,102100
EB-140,,"413,407","3,949,860","6,887",exempt,282,282,121TSUQs,,1577,-11795082.88,4257892.205,102100
AR-0212,,"237,835","4,085,662","5,743",SJ-03925,43,43,,,1578,-12015994.68,4422470.419,102100
BC-0152,,"379,374","3,891,380","6,676",S-00063,125,125,,,1583,-11835981.12,4185389.268,102100
EB-283,,"413,084","3,949,010","6,890",X,520,520,121TSUQs,,1585,-11795469.99,4256838.088,102100
EB-456,,"417,013","3,928,881","6,669",X,,,112ANCH/231CHNL,,1590,-11790407.03,4232042.6,102100
EB-619,,"412,432","3,955,075","7,099",RG-74919,600,600,121TSUQs,,1594,-11796345.57,4264325.973,102100
SD-0269,,"386,146","3,892,580","6,966",X,100,100,050QUAL/310ABO,,1596,-11827724.37,4186969.922,102100
SD-0226,,"393,996","3,882,370","6,476",X,206,206,050QUAL/325MDER,,1597,-11817984.52,4174558.952,102100
WL-0080,,"432,576","3,934,540","7,338",UP-04657 POD2,900,880,310SGRC,,1601,-11771358.79,4239182.621,102100
TO-0467,,"410,020","3,881,490","6,210",,,101,112QTBF,,1602,-11798410.48,4173691.644,102100
SV-0025,,"380,761","3,899,884","6,382",RG-72068,100,100,325MDER,,1603,-11834423.28,4195854.985,102100
EB-073,,"417,565","3,953,580","7,424",X,,,325MDER,,1605,-11790010.38,4262538.591,102100
EB-371,,"416,257","3,954,800","7,223",RG-77686,980,980,121TSUQs/400EMBD,,1609,-11791634.28,4264031.649,102100
BC-0138,,"357,980","3,896,090","5,369",RG-60932,,651,,,1610,-11862211.97,4190790.683,102100
AR-0074,,"238,641","4,087,350","5,743",SJ-03124,20,20,,,1621,-12015053.94,4424616.631,102100
BC-0245,,"374,266","3,887,900","6,933",,,,,,1625,-11842163.76,4181033.447,102100
EB-001,,"398,529","3,935,208","6,068",RG-39419,223,221,112ANCH/123GLST,,1629,-11813179.21,4239609.465,102100
PP-054,,"433,717","4,002,009","7,560",RG-48753,122,122,122TSUQdx/123PICSu,,1643,-11770581.8,4322737.954,102100
BC-0041,,"378,414","3,890,630","6,826",S-01225,260,260,,,1646,-11837141.89,4184452.974,102100
EB-388,,"403,442","3,937,136","6,215",Exempt,,91,112ANCH,,1656,-11807171.4,4242055.2,102100
AR-0112,,"243,470","4,091,200","5,839",X,,,,,1660,-12009173.41,4429627.106,102100
EB-390,,"404,686","3,933,111","6,303",RG-50386,500,500,112ANCH,,1662,-11805590.59,4237106.694,102100
SD-0097,,"379,245","3,871,480","7,533",X,315,315,325MDER,,1664,-11835816.1,4160987.389,102100
EB-230,3.54E+14,"415,704","3,941,123","7,021",RG-19654,500,500,400EMBD,,1670,-11792155.46,4247129.082,102100
EB-240,3.54E+14,"406,983","3,946,736","6,592",RG-24041,600,600,121TSUQs,,1680,-11802945.02,4253952.707,102100
NM-01326,3.52E+14,"370,676","3,909,988","5,814",RG-67194,185,185,,,1693,-11846935.19,4208104.48,102100
BC-0101,,"377,242","3,892,250","6,853",S-00131 POD2,280,280,,,1694,-11838600.69,4186422.041,102100
TC-216,,"423,767","4,073,057","7,727",RG-85494,540,540,,,1697,-11783674.83,4411304.772,102100
EB-034,,"419,740","3,936,689","7,229",RG-44619,400,400,400EMBD,,1699,-11787146.34,4241702.9,102100
